amfi_code,date,daily_return
100016,2022-01-03,
100016,2022-01-04,-0.010305675278522441
100016,2022-01-05,0.012865147173222402
100016,2022-01-06,-0.011377473794089044
100016,2022-01-07,-0.001209993253041941
100016,2022-01-10,-0.008638609964712218
100016,2022-01-11,0.005562021453902943
100016,2022-01-12,-0.00240422529890727
100016,2022-01-13,-0.00405020695093572
100016,2022-01-14,0.00807279647306336
100016,2022-01-17,0.0007759102704778531
100016,2022-01-18,0.005085061524465528
100016,2022-01-19,-0.008105642986406814
100016,2022-01-20,-0.011803114110929713
100016,2022-01-21,0.0014623486628857485
100016,2022-01-24,-0.0022934957892849495
100016,2022-01-25,0.006058737785328061
100016,2022-01-26,-0.00018871026148337133
100016,2022-01-27,0.002327146444828232
100016,2022-01-28,-0.013706135521617147
100016,2022-01-31,0.01731855871454213
100016,2022-02-01,-0.0009323235340191749
100016,2022-02-02,0.006690328138900803
100016,2022-02-03,-0.0068342118320527945
100016,2022-02-04,0.0032374032572854983
100016,2022-02-07,-0.010914144000978121
100016,2022-02-08,0.004512991013382983
100016,2022-02-09,-0.0026201138609157626
100016,2022-02-10,0.0007736399760875923
100016,2022-02-11,0.006693742109839196
100016,2022-02-14,-0.010300764781816851
100016,2022-02-15,-0.005505537948964023
100016,2022-02-16,0.004559492120046915
100016,2022-02-17,0.019202422795673746
100016,2022-02-18,-0.0007016427651457269
100016,2022-02-21,0.005745659676165582
100016,2022-02-22,-0.0004274229974365884
100016,2022-02-23,0.017801497698826108
100016,2022-02-24,-0.014782788726519613
100016,2022-02-25,0.001351132269587163
100016,2022-02-28,-0.013725010253138326
100016,2022-03-01,-0.021358598647201354
100016,2022-03-02,0.003144281604889443
100016,2022-03-03,0.001747599551856771
100016,2022-03-04,-0.0019941396067809647
100016,2022-03-07,-0.0004207098641698659
100016,2022-03-08,0.028231541342278454
100016,2022-03-09,-0.0017595636991558639
100016,2022-03-10,0.005027439517270027
100016,2022-03-11,-0.0051973549683514975
100016,2022-03-14,0.003124389050864096
100016,2022-03-15,-0.0015840016793305933
100016,2022-03-16,-0.0030997314980556467
100016,2022-03-17,0.016695012818652266
100016,2022-03-18,0.010957203816742034
100016,2022-03-21,0.0017234209614296336
100016,2022-03-22,-0.019610566211336278
100016,2022-03-23,-0.002664411947989831
100016,2022-03-24,0.024653417031022862
100016,2022-03-25,-0.0015172707957915588
100016,2022-03-28,0.010297952695317969
100016,2022-03-29,0.013320535543617229
100016,2022-03-30,0.002450065600543061
100016,2022-03-31,-0.006884493177926609
100016,2022-04-01,-0.020743570234187825
100016,2022-04-04,0.006571237659636742
100016,2022-04-05,-0.006647453645094892
100016,2022-04-06,0.002071453083676955
100016,2022-04-07,-0.010451386821164643
100016,2022-04-08,-0.0018217087080941718
100016,2022-04-11,0.0008136195113490619
100016,2022-04-12,0.0028888706457903535
100016,2022-04-13,-0.009272821463937375
100016,2022-04-14,0.011133150452067975
100016,2022-04-15,-0.004736946537364672
100016,2022-04-18,-0.014150380409662433
100016,2022-04-19,-0.0004455162195085016
100016,2022-04-20,0.000819297463996671
100016,2022-04-21,0.0019340250035746465
100016,2022-04-22,0.012607482592561281
100016,2022-04-25,-0.001568161757708797
100016,2022-04-26,-0.0005389510562814337
100016,2022-04-27,-0.009170915439366767
100016,2022-04-28,0.007782548165947034
100016,2022-04-29,0.002143726511888655
100016,2022-05-02,-0.0031834127759925446
100016,2022-05-03,-0.016149939462056673
100016,2022-05-04,0.013342627574220556
100016,2022-05-05,-0.01025824769162631
100016,2022-05-06,-0.004687803974335658
100016,2022-05-09,0.0036830387284461086
100016,2022-05-10,-0.009986656453326748
100016,2022-05-11,-0.012575759590348734
100016,2022-05-12,-0.018050693787526884
100016,2022-05-13,0.006898130269111125
100016,2022-05-16,-0.004283046805479973
100016,2022-05-17,0.02668178735188742
100016,2022-05-18,-0.008219691760089631
100016,2022-05-19,-0.007581607470668716
100016,2022-05-20,-0.004460504658658548
100016,2022-05-23,0.0026638210987106614
100016,2022-05-24,-0.0036244824055268188
100016,2022-05-25,0.005933624183921404
100016,2022-05-26,-0.008081560493225948
100016,2022-05-27,-0.011600724240453109
100016,2022-05-30,-0.01522586143918181
100016,2022-05-31,-0.018913115602016917
100016,2022-06-01,-0.004044747845458163
100016,2022-06-02,-0.002136350177530111
100016,2022-06-03,-0.005040153419497262
100016,2022-06-06,0.011547969583797224
100016,2022-06-07,0.011410676633658134
100016,2022-06-08,-0.002433946273381782
100016,2022-06-09,-0.015188350658256855
100016,2022-06-10,-0.004472121255541528
100016,2022-06-13,-0.004762664952517648
100016,2022-06-14,-0.005265601899933969
100016,2022-06-15,-0.005621556619663792
100016,2022-06-16,-0.0052332616171484325
100016,2022-06-17,-0.0028890137054186082
100016,2022-06-20,-0.005076238144247847
100016,2022-06-21,0.002356043080057546
100016,2022-06-22,0.003700813956707849
100016,2022-06-23,-0.0074870630908489
100016,2022-06-24,0.011794676300178386
100016,2022-06-27,-0.008094515389960977
100016,2022-06-28,-0.013657863498119038
100016,2022-06-29,0.0038815591673593275
100016,2022-06-30,-0.006670560083928745
100016,2022-07-01,0.0033549064481466218
100016,2022-07-04,-0.020470012196630916
100016,2022-07-05,0.01287851924435568
100016,2022-07-06,0.006465730824897875
100016,2022-07-07,-0.012636630007775596
100016,2022-07-08,-0.012447635287692438
100016,2022-07-11,0.01538100547147958
100016,2022-07-12,-0.0059692279360492595
100016,2022-07-13,-0.006817621267794727
100016,2022-07-14,-0.019280502447584724
100016,2022-07-15,-0.00257441521095525
100016,2022-07-18,-0.0014912893566512153
100016,2022-07-19,0.006849224583506119
100016,2022-07-20,-0.011753369606977149
100016,2022-07-21,-0.012809033570285067
100016,2022-07-22,0.004503142997972498
100016,2022-07-25,0.009438753219224827
100016,2022-07-26,-0.013251907714839861
100016,2022-07-27,0.010104776121514725
100016,2022-07-28,0.0008472401892083425
100016,2022-07-29,0.010196298158970052
100016,2022-08-01,-0.00010344845899901145
100016,2022-08-02,-0.021494102712315777
100016,2022-08-03,-0.0008239053870573443
100016,2022-08-04,0.009914149647844761
100016,2022-08-05,-0.0073390542983367
100016,2022-08-08,-0.0029015795525229038
100016,2022-08-09,-0.001036880379496341
100016,2022-08-10,-0.024744195024194893
100016,2022-08-11,0.015372805262277023
100016,2022-08-12,-0.0074060431726166165
100016,2022-08-15,0.004988560412022336
100016,2022-08-16,-0.00024880053716003214
100016,2022-08-17,0.011674738927956119
100016,2022-08-18,0.004105367306076468
100016,2022-08-19,-0.0015547930137588262
100016,2022-08-22,-0.007337137810146888
100016,2022-08-23,0.007580739094108058
100016,2022-08-24,-0.015878757513373976
100016,2022-08-25,0.006231481059397304
100016,2022-08-26,-0.009134948162888845
100016,2022-08-29,0.011627187873208156
100016,2022-08-30,0.0019400524737096525
100016,2022-08-31,0.006215804410367287
100016,2022-09-01,0.001239869873828292
100016,2022-09-02,-0.014827730115187565
100016,2022-09-05,-0.007050049274280656
100016,2022-09-06,0.006466554538608671
100016,2022-09-07,0.001987769413960949
100016,2022-09-08,0.01099118445521241
100016,2022-09-09,0.004080694306355159
100016,2022-09-12,-0.007977618804797415
100016,2022-09-13,-0.006483801053054239
100016,2022-09-14,0.0014246480102320103
100016,2022-09-15,-0.019695687314185473
100016,2022-09-16,0.015391709484918747
100016,2022-09-19,0.004421268651890298
100016,2022-09-20,0.011401917965997432
100016,2022-09-21,-0.013334059522521091
100016,2022-09-22,0.011558116166618726
100016,2022-09-23,0.02040120166316539
100016,2022-09-26,-0.011071435682049824
100016,2022-09-27,0.007345837261343302
100016,2022-09-28,0.0005259060433877583
100016,2022-09-29,-0.013019262478709326
100016,2022-09-30,0.004874494647422178
100016,2022-10-03,0.007898642942556489
100016,2022-10-04,-0.00477426289605154
100016,2022-10-05,0.010856952610155846
100016,2022-10-06,-0.014083566916170631
100016,2022-10-07,-0.012586797929757698
100016,2022-10-10,0.0017219658596188125
100016,2022-10-11,0.0007401340720305516
100016,2022-10-12,-0.005786999509861168
100016,2022-10-13,0.007685292680273514
100016,2022-10-14,0.0052114658390434165
100016,2022-10-17,0.008116605765097873
100016,2022-10-18,-0.0005697281785831398
100016,2022-10-19,0.005847007956716999
100016,2022-10-20,-0.0034085515012676204
100016,2022-10-21,0.018803357152330724
100016,2022-10-24,-0.006627839070951436
100016,2022-10-25,0.01926597679125397
100016,2022-10-26,0.0008239952468580558
100016,2022-10-27,-0.01154784692392119
100016,2022-10-28,0.012660710026737076
100016,2022-10-31,0.0016274807372749223
100016,2022-11-01,0.00805426971384171
100016,2022-11-02,0.011373516845636367
100016,2022-11-03,0.0035025408580156014
100016,2022-11-04,-0.004696161245782315
100016,2022-11-07,0.009162453631966772
100016,2022-11-08,0.0005228277763740241
100016,2022-11-09,0.00658615536487539
100016,2022-11-10,-0.018308539365672893
100016,2022-11-11,0.004467732075028152
100016,2022-11-14,-0.005102747729976542
100016,2022-11-15,0.015211181287647646
100016,2022-11-16,0.006029117727111011
100016,2022-11-17,0.0026345722738418953
100016,2022-11-18,0.004816384528932183
100016,2022-11-21,-0.008255291972452117
100016,2022-11-22,0.014942209267736928
100016,2022-11-23,0.01824245242179856
100016,2022-11-24,0.003988948513172108
100016,2022-11-25,0.014648192448600605
100016,2022-11-28,-0.004493416402010619
100016,2022-11-29,-0.0064928276230139526
100016,2022-11-30,0.0008770496790611038
100016,2022-12-01,0.004361211037603008
100016,2022-12-02,-0.002954271598550773
100016,2022-12-05,0.005272405175190009
100016,2022-12-06,0.0032231652620340334
100016,2022-12-07,-0.00825414861672924
100016,2022-12-08,0.005104083391431091
100016,2022-12-09,0.008164769515877524
100016,2022-12-12,0.0020299949393718375
100016,2022-12-13,0.01073865072874236
100016,2022-12-14,-0.010168634668633825
100016,2022-12-15,0.004653536417575044
100016,2022-12-16,-0.009757060298856701
100016,2022-12-19,-0.00926618198377449
100016,2022-12-20,-0.005035685354368602
100016,2022-12-21,-0.007762021430690713
100016,2022-12-22,-0.0043077651646582504
100016,2022-12-23,-0.0013717345800242642
100016,2022-12-26,0.00793019013253149
100016,2022-12-27,-0.002313946859375249
100016,2022-12-28,-0.013377695008575441
100016,2022-12-29,0.01062638795748505
100016,2022-12-30,-0.006842931076921577
100016,2023-01-02,-2.123749164861799e-06
100016,2023-01-03,0.0044639178498098175
100016,2023-01-04,0.002278809293600803
100016,2023-01-05,0.0102176147746591
100016,2023-01-06,0.004751427109111361
100016,2023-01-09,-0.007055196044750689
100016,2023-01-10,0.0199249259683143
100016,2023-01-11,0.0022323558619041783
100016,2023-01-12,-0.0007834132615525125
100016,2023-01-13,0.009057710037293498
100016,2023-01-16,0.0027194640598586783
100016,2023-01-17,0.0040449431830495985
100016,2023-01-18,0.0227497960159313
100016,2023-01-19,-0.0019085742258262428
100016,2023-01-20,-0.00228391890289692
100016,2023-01-23,0.001545243632356419
100016,2023-01-24,0.010015535381356466
100016,2023-01-25,-0.012689400725326871
100016,2023-01-26,-0.01667803628229425
100016,2023-01-27,-0.004651131836587052
100016,2023-01-30,-0.013797952189386509
100016,2023-01-31,-0.003225531416573224
100016,2023-02-01,0.004959895624536914
100016,2023-02-02,-0.007313087816326336
100016,2023-02-03,-0.011994945581950245
100016,2023-02-06,0.0011279645927020354
100016,2023-02-07,0.008155892301114243
100016,2023-02-08,-0.014328794852590088
100016,2023-02-09,0.007779756238088131
100016,2023-02-10,0.007753697158201511
100016,2023-02-13,0.008970239667252411
100016,2023-02-14,0.011325425570148262
100016,2023-02-15,0.020135973397602758
100016,2023-02-16,-0.002621211392158984
100016,2023-02-17,0.001483402380022536
100016,2023-02-20,-0.0031519153947398015
100016,2023-02-21,0.0005335699785413706
100016,2023-02-22,0.014133461066371256
100016,2023-02-23,-0.011282033115769474
100016,2023-02-24,-0.007052833852646989
100016,2023-02-27,0.012741893613417155
100016,2023-02-28,0.009557274367645086
100016,2023-03-01,-0.00268314814350068
100016,2023-03-02,0.008083485708814786
100016,2023-03-03,0.0035313493057917977
100016,2023-03-06,0.013842106705289181
100016,2023-03-07,0.0011736353541980105
100016,2023-03-08,0.009606861327228211
100016,2023-03-09,0.024102172686631507
100016,2023-03-10,0.005807397279450122
100016,2023-03-13,0.0009514185580743462
100016,2023-03-14,0.006910907867988314
100016,2023-03-15,-0.0027019167681041623
100016,2023-03-16,0.02181016293517768
100016,2023-03-17,0.002106142407491074
